"Supplemental Table 1. Assigned Prokaryotic, 16S Taxa to OTU ID",,,,,,,,,
,,,,,,,,,
,OTU,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
86,85,"d:Bacteria(1.0000),p:Bacteroidetes(0.9691),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9834),f:Flavobacteriaceae(0.9829),g:Nonlabens(0.9736)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,NA
87,86,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Alphaproteobacteria(0.9904),o:Caulobacterales(0.9809),f:Hyphomonadaceae(0.9843),g:uncultured_2407(0.9729)",Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,uncultured_2407,NA
88,87,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(1.0000),f:Planctomycetaceae(1.0000),g:uncultured_2371(0.9756)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured_2371,NA
89,88,"d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Flavobacteriia(0.9786),o:Flavobacteriales(0.9826),f:Flavobacteriaceae(0.9838),g:uncultured_1216(0.9367)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,uncultured_1216,NA
90,89,"d:Bacteria(1.0000),p:Bacteroidetes(0.9784),c:Cytophagia(0.9681),o:Cytophagales(0.9745),f:Flammeovirgaceae(0.8344),g:uncultured_1059(0.8194)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured_1059,NA
91,90,"d:Bacteria(1.0000),p:Proteobacteria(0.9804),c:Gammaproteobacteria(0.9627),o:Order_Incertae_Sedis_3682(0.8903),f:Family_Incertae_Sedis_3683(0.8971),g:Marinicella(0.9132)",Bacteria,Proteobacteria,Gammaproteobacteria,Order_Incertae_Sedis_3682,Family_Incertae_Sedis_3683,Marinicella,NA
92,91,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Alphaproteobacteria(0.7160),o:Rickettsiales(0.4230),f:SAR116_clade(0.2733),g:Unknown_Genus_1000731(0.0283)",Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116_clade,Unknown_Genus_1000731,NA
93,92,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Saprospiraceae(0.1668),g:uncultured_1272(0.0061)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
94,93,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Deltaproteobacteria(0.9519),o:Desulfobacterales(0.9707),f:Desulfobulbaceae(0.9283),g:Desulforhopalus(0.1264)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulforhopalus,NA
95,94,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Alphaproteobacteria(0.6254),o:Rhodospirillales(0.5288),f:Rhodospirillaceae(0.3412),g:AEGEAN_169_marine_group(0.0533)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN_169_marine_group,NA
96,95,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.6180),o:34P16(0.4582),f:Unknown_Family_1002599(0.2999),g:Unknown_Genus_1000878(0.0386)",Bacteria,Proteobacteria,Gammaproteobacteria,34P16,Unknown_Family_1002599,Unknown_Genus_1000878,NA
97,96,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Sphingobacteriia(0.6688),o:Sphingobacteriales(0.5939),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0212)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
98,97,"d:Bacteria(1.0000),p:Bacteroidetes(0.9698),c:Bacteroidia(0.9793),o:Bacteroidales(0.9809),f:Marinilabiaceae(0.9843),g:uncultured_939(0.9746)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,uncultured_939,NA
99,98,"d:Bacteria(1.0000),p:Bacteroidetes(0.9406),c:Flavobacteriia(0.9356),o:Flavobacteriales(0.8903),f:Flavobacteriaceae(0.8344),g:Maritimimonas(0.1411)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,NA
100,99,"d:Bacteria(1.0000),p:Bacteroidetes(0.9685),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9832),f:Flavobacteriaceae(0.9831),g:Ulvibacter(0.9729)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
101,100,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Gammaproteobacteria(0.9410),o:Cellvibrionales(0.7783),f:Cellvibrionaceae(0.6964),g:Unknown_Genus_1000898(0.3044)",Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Unknown_Genus_1000898,NA
102,101,"d:Bacteria(1.0000),p:Cyanobacteria(0.9790),c:Chloroplast(0.9825),o:Unknown_Order_1002334(0.9879),f:Unknown_Family_1002335(0.9898),g:Unknown_Genus_1000441(0.9902)",Bacteria,Cyanobacteria,Chloroplast,Unknown_Order_1002334,Unknown_Family_1002335,Unknown_Genus_1000441,NA
103,102,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.3870),o:Sphingobacteriales(0.2275),f:NS11_12_marine_group(0.1193),g:Unknown_Genus_1000336(0.0073)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11_12_marine_group,Unknown_Genus_1000336,NA
104,103,"d:Bacteria(1.0000),p:Planctomycetes(0.9949),c:Planctomycetacia(0.9904),o:Planctomycetales(0.9970),f:Planctomycetaceae(0.9974),g:Rhodopirellula(0.9744)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula,NA
105,104,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(1.0000),f:Planctomycetaceae(1.0000),g:Rubripirellula(0.8898)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rubripirellula,NA
106,105,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Gammaproteobacteria(0.6106),o:Chromatiales(0.2539),f:Ectothiorhodospiraceae(0.1402),g:Unknown_Genus_1000902(0.0104)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Unknown_Genus_1000902,NA
107,106,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.3594),g:uncultured_1272(0.0247)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
108,107,"d:Bacteria(1.0000),p:Chlorobi(0.7462),c:Ignavibacteria(0.7160),o:Ignavibacteriales(0.6244),f:PHOS_HE36(0.2467),g:Unknown_Genus_1000370(0.0247)",Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,PHOS_HE36,Unknown_Genus_1000370,NA
109,108,"d:Bacteria(1.0000),p:Proteobacteria(0.9592),c:Alphaproteobacteria(0.9681),o:Caulobacterales(0.8343),f:Hyphomonadaceae(0.8344),g:Hellea(0.1118)",Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea,NA
110,109,"d:Bacteria(1.0000),p:Bacteroidetes(0.9635),c:Bacteroidia(0.9627),o:Bacteroidales(0.9733),f:Marinilabiaceae(0.9491),g:Saccharicrinis(0.9601)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Saccharicrinis,NA
111,110,"d:Bacteria(1.0000),p:Proteobacteria(0.9691),c:Gammaproteobacteria(0.9797),o:Gammaproteobacteria_Incertae_Sedis_3535(0.9771),f:Unknown_Family_3536(0.9803),g:Sedimenticola(0.9739)",Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis_3535,Unknown_Family_3536,Sedimenticola,NA
112,111,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Sphingobacteriia(0.4939),o:Sphingobacteriales(0.2819),f:Chitinophagaceae(0.1668),g:uncultured_1252(0.0140)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,NA
113,112,"d:Bacteria(1.0000),p:Proteobacteria(0.9784),c:Gammaproteobacteria(0.9801),o:Alteromonadales(0.9720),f:Psychromonadaceae(0.9283),g:Psychromonas(0.9729)",Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
114,113,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Alphaproteobacteria(0.9793),o:Rhizobiales(0.9783),f:Rhodobiaceae(0.9595),g:Anderseniella(0.9736)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Anderseniella,NA
115,114,"d:Bacteria(1.0000),p:Cyanobacteria(0.8346),c:Chloroplast(0.8103),o:Unknown_Order_1002334(0.6943),f:Unknown_Family_1002335(0.6043),g:Unknown_Genus_1000441(0.5700)",Bacteria,Cyanobacteria,Chloroplast,Unknown_Order_1002334,Unknown_Family_1002335,Unknown_Genus_1000441,NA
116,115,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Flavobacteriia(0.9778),o:Flavobacteriales(0.9830),f:Cryomorphaceae(0.9838),g:Owenweeksia(0.9753)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,NA
117,116,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Alphaproteobacteria(0.9519),o:Rhodobacterales(0.8063),f:Rhodobacteraceae(0.7884),g:Tropicimonas(0.3930)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,NA
118,117,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Sphingobacteriia(0.6329),o:Sphingobacteriales(0.5481),f:Saprospiraceae(0.3412),g:Phaeodactylibacter(0.0140)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter,NA
119,118,"d:Bacteria(1.0000),p:Planctomycetes(0.9672),c:Planctomycetacia(0.8810),o:Planctomycetales(0.7783),f:Planctomycetaceae(0.7424),g:Blastopirellula(0.0533)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,NA
120,119,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rhizobiales(0.9834),f:Methylobacteriaceae(0.9845),g:Methylobacterium(0.9746)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA
121,120,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Alphaproteobacteria(0.9410),o:Rhodobacterales(0.6701),f:Rhodobacteraceae(0.5583),g:Roseovarius(0.1264)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,NA
122,121,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6477),o:Sphingobacteriales(0.5786),f:Saprospiraceae(0.3412),g:Rubidimonas(0.0140)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Rubidimonas,NA
123,122,"d:Bacteria(1.0000),p:Proteobacteria(0.9738),c:Gammaproteobacteria(0.9519),o:Vibrionales(0.7223),f:Vibrionaceae(0.6504),g:Vibrio(0.3044)",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
124,123,"d:Bacteria(1.0000),p:Proteobacteria(0.8346),c:Gammaproteobacteria(0.6924),o:Xanthomonadales(0.5939),f:uncultured_3830(0.2999),g:Unknown_Genus_1000986(0.0386)",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured_3830,Unknown_Genus_1000986,NA
125,124,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Saprospiraceae(0.2733),g:uncultured_1272(0.0073)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
126,125,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Alteromonadales(0.9832),f:Pseudoalteromonadaceae(0.9838),g:Algicola(0.6585)",Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,NA
127,126,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.6329),o:Sphingobacteriales(0.5481),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0140)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
128,127,"d:Bacteria(1.0000),p:Bacteroidetes(0.7261),c:Sphingobacteriia(0.6106),o:Sphingobacteriales(0.4582),f:Saprospiraceae(0.1402),g:Lewinella(0.0073)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella,NA
129,128,"d:Bacteria(1.0000),p:Bacteroidetes(0.7342),c:Bacteroidia(0.6329),o:Bacteroidales(0.5481),f:Marinilabiaceae(0.3412),g:uncultured_939(0.0679)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,uncultured_939,NA
130,129,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9789),o:Chromatiales(0.9771),f:Ectothiorhodospiraceae(0.9803),g:Thiogranum(0.9741)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiogranum,NA
131,130,"d:Bacteria(1.0000),p:Proteobacteria(0.9705),c:Gammaproteobacteria(0.9775),o:Cellvibrionales(0.9828),f:Halieaceae(0.9841),g:OM60_NOR5__clade(0.9744)",Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60_NOR5__clade,NA
132,131,"d:Bacteria(1.0000),p:Verrucomicrobia(1.0000),c:Verrucomicrobiae(1.0000),o:Verrucomicrobiales(1.0000),f:Verrucomicrobiaceae(0.9829),g:Roseibacillus(0.9772)",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseibacillus,NA
133,132,"d:Bacteria(1.0000),p:Bacteroidetes(0.9877),c:Sphingobacteriia(0.9786),o:Sphingobacteriales(0.9826),f:Chitinophagaceae(0.9845),g:Hydrotalea(0.3044)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Hydrotalea,NA
134,133,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Sphingobacteriia(0.9795),o:Sphingobacteriales(0.9847),f:Saprospiraceae(0.9822),g:uncultured_1272(0.9751)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
135,134,"d:Bacteria(1.0000),p:Gemmatimonadetes(0.2920),c:Gemmatimonadetes(0.1244),o:BD2_11_terrestrial_group(0.0741),f:Unknown_Family_1002387(0.0243),g:Unknown_Genus_1000562(0.0011)",Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2_11_terrestrial_group,Unknown_Family_1002387,Unknown_Genus_1000562,NA
136,135,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Gammaproteobacteria(0.8810),o:Cellvibrionales(0.6549),f:Cellvibrionaceae(0.5123),g:Saccharophagus(0.0972)",Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,NA
137,136,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9789),o:Arenicellales(0.9707),f:Arenicellaceae(0.9283),g:Unknown_Genus_1000889(0.9729)",Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Unknown_Genus_1000889,NA
138,137,"d:Bacteria(1.0000),p:Cyanobacteria(0.9230),c:Chloroplast(0.9302),o:Unknown_Order_1002334(0.8623),f:Unknown_Family_1002335(0.8804),g:Unknown_Genus_1000441(0.8898)",Bacteria,Cyanobacteria,Chloroplast,Unknown_Order_1002334,Unknown_Family_1002335,Unknown_Genus_1000441,NA
139,138,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:FGL7S(0.4939),o:Unknown_Order_1002593(0.2819),f:Unknown_Family_1002594(0.1668),g:Unknown_Genus_1000874(0.0140)",Bacteria,Proteobacteria,FGL7S,Unknown_Order_1002593,Unknown_Family_1002594,Unknown_Genus_1000874,NA
140,139,"d:Bacteria(1.0000),p:Proteobacteria(0.9691),c:Gammaproteobacteria(0.9789),o:Order_Incertae_Sedis_3682(0.9758),f:Family_Incertae_Sedis_3683(0.9699),g:Marinicella(0.9739)",Bacteria,Proteobacteria,Gammaproteobacteria,Order_Incertae_Sedis_3682,Family_Incertae_Sedis_3683,Marinicella,NA
141,140,"d:Bacteria(1.0000),p:Bacteroidetes(0.7152),c:Sphingobacteriia(0.2800),o:Sphingobacteriales(0.1747),f:Chitinophagaceae(0.0619),g:uncultured_1252(0.0035)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,NA
142,141,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Cytophagia(0.6688),o:Cytophagales(0.5939),f:Flammeovirgaceae(0.3412),g:uncultured_1059(0.0386)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured_1059,NA
143,142,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9797),o:Xanthomonadales(0.9796),f:JTB255_marine_benthic_group(0.9699),g:Unknown_Genus_1000984(0.9739)",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255_marine_benthic_group,Unknown_Genus_1000984,NA
144,143,"d:Bacteria(1.0000),p:Bacteroidetes(0.9777),c:Sphingobacteriia(0.9789),o:Sphingobacteriales(0.9771),f:Saprospiraceae(0.9595),g:uncultured_1272(0.6585)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
145,144,"d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Deltaproteobacteria(0.9735),o:Desulfobacterales(0.9758),f:Desulfobulbaceae(0.9699),g:uncultured_3151(0.1411)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,uncultured_3151,NA
146,145,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Saprospiraceae(0.2733),g:uncultured_1272(0.0073)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
147,146,"d:Bacteria(1.0000),p:Bacteroidetes(0.9646),c:Flavobacteriia(0.9793),o:Flavobacteriales(0.9809),f:Flavobacteriaceae(0.9843),g:Mesoflavibacter(0.3044)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,NA
148,147,"d:Bacteria(1.0000),p:Planctomycetes(0.9777),c:Planctomycetacia(0.9818),o:Planctomycetales(0.9862),f:Planctomycetaceae(0.9880),g:uncultured_2371(0.4815)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured_2371,NA
149,148,"d:Bacteria(1.0000),p:Bacteroidetes(0.9571),c:Cytophagia(0.9046),o:Cytophagales(0.8063),f:Flammeovirgaceae(0.5123),g:uncultured_1059(0.2159)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured_1059,NA
150,149,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Flavobacteriia(0.9904),o:Flavobacteriales(0.9970),f:Flavobacteriaceae(0.9974),g:NS4_marine_group(0.9749)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
151,150,"d:Bacteria(1.0000),p:Bacteroidetes(0.9822),c:Bacteroidetes_BD2_2(0.9302),o:Unknown_Order_1002204(0.8623),f:Unknown_Family_1002205(0.8804),g:Unknown_Genus_1000259(0.8898)",Bacteria,Bacteroidetes,Bacteroidetes_BD2_2,Unknown_Order_1002204,Unknown_Family_1002205,Unknown_Genus_1000259,NA
152,151,"d:Bacteria(1.0000),p:Bacteroidetes(0.9672),c:Flavobacteriia(0.9782),o:Flavobacteriales(0.9828),f:Flavobacteriaceae(0.9836),g:Ulvibacter(0.9132)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
153,152,"d:Bacteria(1.0000),p:Cyanobacteria(0.9582),c:Chloroplast(0.9627),o:Unknown_Order_1002334(0.9733),f:Unknown_Family_1002335(0.9491),g:Unknown_Genus_1000441(0.9734)",Bacteria,Cyanobacteria,Chloroplast,Unknown_Order_1002334,Unknown_Family_1002335,Unknown_Genus_1000441,NA
154,153,"d:Bacteria(1.0000),p:Proteobacteria(0.9230),c:Gammaproteobacteria(0.7867),o:Xanthomonadales(0.6701),f:JTB255_marine_benthic_group(0.5123),g:Unknown_Genus_1000984(0.3930)",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255_marine_benthic_group,Unknown_Genus_1000984,NA
155,154,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9834),f:Schleiferiaceae(0.9841),g:Schleiferia(0.9751)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Schleiferia,NA
156,155,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6477),o:Sphingobacteriales(0.5786),f:Saprospiraceae(0.3594),g:Lewinella(0.0140)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella,NA
157,156,"d:Bacteria(1.0000),p:Bacteroidetes(0.9603),c:Flavobacteriia(0.9735),o:Flavobacteriales(0.9758),f:Flavobacteriaceae(0.9699),g:Wenyingzhuangia(0.5700)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,NA
158,157,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9778),o:Thiotrichales(0.9828),f:Thiotrichaceae(0.9836),g:Thiothrix(0.9756)",Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,NA
159,158,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(1.0000),g:Winogradskyella(0.8898)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
160,159,"d:Bacteria(1.0000),p:Acidobacteria(0.9603),c:Holophagae(0.9519),o:Subgroup_10(0.9707),f:Sva0725(0.7424),g:Unknown_Genus_1000174(0.8194)",Bacteria,Acidobacteria,Holophagae,Subgroup_10,Sva0725,Unknown_Genus_1000174,NA
161,160,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Deltaproteobacteria(0.9775),o:Desulfobacterales(0.9834),f:Desulfobulbaceae(0.9831),g:Desulfurivibrio(0.9729)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio,NA
162,161,"d:Bacteria(1.0000),p:Bacteroidetes(0.9624),c:Bacteroidia(0.9789),o:Bacteroidales(0.9771),f:Marinilabiaceae(0.9803),g:Marinifilum(0.9739)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinifilum,NA
163,162,"d:Bacteria(1.0000),p:Proteobacteria(0.9691),c:Alphaproteobacteria(0.9775),o:SAR11_clade(0.9830),f:Surface_4(0.9834),g:Unknown_Genus_1000746(0.9764)",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_4,Unknown_Genus_1000746,NA
164,163,"d:Bacteria(1.0000),p:Proteobacteria(0.9592),c:Gammaproteobacteria(0.9519),o:Thiotrichales(0.9707),f:Thiotrichaceae(0.9179),g:Leucothrix(0.6585)",Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,NA
165,164,"d:Bacteria(1.0000),p:Bacteroidetes(0.9053),c:Sphingobacteriia(0.8339),o:Sphingobacteriales(0.7223),f:Saprospiraceae(0.5123),g:uncultured_1272(0.0679)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
166,165,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Gammaproteobacteria(0.7396),o:Cellvibrionales(0.5786),f:Cellvibrionaceae(0.3956),g:Simiduia(0.0533)",Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,NA
167,166,"d:Bacteria(1.0000),p:Bacteroidetes(0.8346),c:Flavobacteriia(0.7396),o:Flavobacteriales(0.6396),f:Cryomorphaceae(0.4681),g:Crocinitomix(0.1411)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix,NA
168,167,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(0.9778),o:Flavobacteriales(0.9836),f:NS9_marine_group(0.9838),g:Unknown_Genus_1000316(0.9753)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9_marine_group,Unknown_Genus_1000316,NA
169,168,"d:Bacteria(1.0000),p:Proteobacteria(0.9895),c:Deltaproteobacteria(0.9845),o:Desulfobacterales(0.9809),f:Desulfobacteraceae(0.9843),g:Sva0081_sediment_group(0.8429)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group,NA
170,169,"d:Bacteria(1.0000),p:Proteobacteria(0.9672),c:Gammaproteobacteria(0.9782),o:Oceanospirillales(0.9758),f:Oceanospirillaceae(0.9699),g:Amphritea(0.9367)",Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,NA
171,170,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.4405),o:Sphingobacteriales(0.2539),f:Saprospiraceae(0.1193),g:Phaeodactylibacter(0.0035)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter,NA
172,171,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Gammaproteobacteria(0.8810),o:KI89A_clade(0.6549),f:Unknown_Family_1002615(0.5123),g:Unknown_Genus_1000914(0.3930)",Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,Unknown_Family_1002615,Unknown_Genus_1000914,NA
173,172,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rhodospirillales(1.0000),f:Rhodospirillaceae(1.0000),g:Defluviicoccus(1.0000)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,NA
